time,ped_id,ax,ay,az,gx,gy,gz,intent
12.1,1,14.939666253931856,0.029914343081977712,9.8109236776621,-0.08934390239543842,0.014801460727403515,-0.026154671678745484,0
12.2,1,-0.4986896207100978,-0.10581602436027036,9.644411249399127,0.03085703911326539,-0.00897551562277799,0.045802524174680725,0
12.3,1,0.062398762875653435,-0.026390392234925043,9.864583849076984,-0.015879896079933908,-0.01214507172337844,-0.0577657906890636,0
12.4,1,0.06209674643695445,0.24109548673225123,9.752874509338788,-0.03179285911509696,-0.06459649139692596,-0.005387340112074517,0
12.5,1,-0.3280860531334586,0.06359718144222097,9.767451060500557,0.09254479472521705,0.09424032001876365,0.09953613355372723,0
12.6,1,-0.2878375734341684,-0.22499044165673393,9.72496236534751,-0.06157199657869025,0.06482847886651576,-0.02775422287559275,0
12.7,1,0.26838036257755926,0.13084331415140188,9.870172543904532,-0.054932573268138364,-0.0002164290906568689,0.003528978120807621,0
12.8,1,-0.09335568073944213,0.06697727881595962,9.758579867112967,-0.004464647378476504,0.06770782920238566,0.11511615177366269,0
12.9,1,0.17322054972986178,0.12750402733897234,9.975944040412836,0.04073416169799268,0.050105454001096575,-0.09283243474202768,0
13.0,1,-0.17828446451115698,-0.3514939021617396,9.784265176288006,0.08221963215256078,0.01830723805429663,-0.019280008703525017,0
13.1,1,0.021258605056746527,0.08159493369951347,9.844211685246794,-0.03919933944352584,0.04079333624021254,-0.04545471596876326,0
13.2,1,-0.007420347734317337,-0.10017899472847419,9.98810418627193,0.04383548491049759,-0.07145611430131497,-0.08120199567428965,0
13.3,1,0.05890052090220119,-0.10825749812538366,9.867311310805363,-0.05516298132886163,0.05095647277181223,0.014373813798711998,0
13.4,1,-0.01564387309695752,-0.03993167848115724,9.912659292601823,0.02985710751368821,-0.02459184491021134,0.09519603092015945,0
13.5,1,0.32465569114668313,0.18110187777744155,9.374368707046955,0.027879880931577727,0.05509407903616326,-0.004255572528130336,0
13.6,1,-0.1533174273056424,0.3571416604412083,9.761903307791842,0.09018014237096018,-0.04236968683376425,-0.002387863081776522,0
13.7,1,-0.031929508549056594,-0.10125955543873005,9.658971647332649,-0.011351115799848748,0.008413889321134982,0.026045393757280957,0
13.8,1,0.1376041429421376,0.10438403789794998,9.493496681336792,0.06550983156328034,0.0048532217646311306,-0.06831952976334299,0
13.9,1,-0.04736229385413041,0.22399837438425854,9.946455515228257,-0.044802058076755545,0.0044081699151693075,0.0571563904320139,0
14.0,1,0.13908899633549357,-0.40803577837504224,9.922895476319265,-0.0012757767619478555,0.0984510865258178,-0.04102206831604034,0
14.1,1,0.1239778327614952,-0.041478307972553426,9.697560216157555,0.01963620440327292,-0.017304005546240658,-0.04820627928363487,0
14.2,1,-0.05189339795902127,0.2274030158097045,10.027251353865868,0.05670974200571697,-0.06608596521142711,0.01754223064958432,0
14.3,1,0.13806587483391816,-0.263166537655157,9.838516896218058,-0.03995083282763626,-0.01844647857535874,0.027714344241967826,0
14.4,1,0.09866079004265774,-0.16486053201925763,9.661946070816542,-0.08704945576715614,0.10326351230309881,0.03664347566248571,0
14.5,1,-0.06020567665286382,-0.048947053427027085,9.844699907363001,-0.005263383557875983,0.1391644871330233,0.02505622398875017,0
14.6,1,-0.1435083279672686,-0.1334448955219712,10.06669764873754,0.014865164032981604,-0.06845419929377365,0.04038006408452352,0
14.7,1,-0.20246532445065016,0.39174537007343657,9.818145682655507,-0.05113437344422497,-0.005361850933063689,-0.023820536614003487,0
14.8,1,-0.17924257584077097,0.05535227453270533,10.197477076997519,-0.050275125052401407,-0.030264780542045955,-0.0695076967142429,0
14.9,1,-0.012374553280723765,-0.02887037457783397,9.929641847058496,-0.03188923454184055,0.03681179269230264,0.022402480316621867,0
15.0,1,-0.05261099143436391,0.03974292263979931,9.85510577173942,0.0369476440294987,-0.013688917380776974,-0.005338189724023258,0
15.1,1,0.08923757084277596,-0.07595469221709575,10.004441531482698,0.020148189850301042,0.013482928171546527,-0.009023605979879694,0
15.2,1,-0.09881282002405371,0.15084758613399807,9.729866843315614,0.09203614624556274,-0.017419168953165375,0.038438154424159356,0
15.3,1,0.43141127550255176,0.0040487379506904935,9.646581094285166,-0.0418547596006152,0.021602018085241516,0.013717669056418713,0
15.4,1,0.3622502373465341,-0.49368327606897344,9.68897644973111,-0.05619763992457854,-0.0001853831913746419,0.1064548481564567,0
15.5,1,-0.1865146436106553,0.5158921658530197,9.609981770231679,-0.0546855411648616,-0.06307603571804626,0.06218377399529179,0
15.6,1,0.4036620205763467,0.17415103521600714,9.882007994444747,-0.04434172966244784,0.03114218875362979,-0.0008750671674641474,0
15.7,1,0.27914237968081473,-0.03783908311086592,9.946137076799905,0.05658692626807506,-0.020344929886665804,-0.004480066632118761,0
15.8,1,0.15831515061188392,0.1752539429333724,9.550385453863415,0.05922995855719146,-0.004856251312955829,0.08430569168402263,0
15.9,1,0.028056059447907712,0.1325791462685144,9.756841807180452,0.025926081650512724,-0.027858775117094205,-0.014459461118967535,0
16.0,1,-0.12546810840795605,-0.024177351417461794,10.00618325870465,-0.042156673374463244,0.005148048386728864,0.07022829986682395,1
16.1,1,0.14924017653237767,0.11502181324979908,9.961987832580885,0.024220945965883846,0.026746920801988122,0.03796905043065987,1
16.2,1,-0.056880121357836926,0.08214500054467291,10.067578384502603,0.04494161755194395,0.008597222158032925,0.0818810599447127,1
16.3,1,-0.47738559694796,-0.2693867738075817,10.046017188897652,-0.033608855591465675,-0.00872725159105362,-0.026975575199585874,1
16.4,1,-0.11040679873439828,0.014320896100935494,9.766642937349815,-0.1058993728686509,0.006401342133322755,0.04761602692122671,1
16.5,1,0.12057637340403504,-0.0122182833101374,9.943417545389387,0.05880354050918425,0.03037451201273584,-0.04103025478293156,1
16.6,1,0.12330953561891729,0.2776710447285266,9.7208435913594,0.020154446160644487,0.02837647444862141,0.06392169588994855,1
16.7,1,0.45337126744920053,-0.031251636971712925,9.975556692749452,-0.03650583957320413,0.07153796681789541,0.018022602278761384,1
16.8,1,-0.007869488106200863,-0.027788726957551954,9.57381760911817,-0.06818628695235748,0.0181028479665348,-0.02526478718772311,1
16.9,1,-0.4186953376872944,-0.007510698630474453,9.658252030102574,-0.03300534733392823,-0.015686686174977895,-0.02311181297077103,1
17.0,1,0.016705924380516046,0.03806247620247566,9.581961353006688,0.01894101051041068,0.0907709922521554,-0.028809972228877406,1
17.1,1,-0.1137390147569458,-0.08782234432504339,9.624655794441491,0.09531737137810112,-0.024107541176796324,0.008743373570133254,1
17.2,1,-0.1308425185784466,0.08538773594178362,10.04058701242156,-0.07743715189591453,0.1091302634879384,0.0493727968491377,1
17.3,1,0.0015555406993296322,0.02869367663785758,10.230689640023627,-0.007851620040130217,-0.03256725971900077,-0.016616682761203688,1
17.4,1,-0.008729997908825693,-0.17774302242503792,9.946518007804466,-0.01945654658024011,0.008082563243514173,0.017924725155577883,1
17.5,1,0.29197652296781035,0.09756802484197288,9.72348488774378,0.10800205057089113,-0.036990519954149384,0.09105861313680398,1
17.6,1,0.27157743673771684,-0.10850311271175608,9.475327777765603,0.025321711894505085,-0.0015859611268858723,0.045150571168821714,1
17.7,1,-0.10239935759208774,-0.4731347696648051,9.767037006007396,0.04857918099504249,-0.005108133392415373,-0.00628655494575605,1
17.8,1,-0.13806781912530888,0.03136783128173306,9.756357192440777,0.09747144209870157,0.07240326783209265,0.04730057583560434,1
17.9,1,0.23390974038284307,-0.061043468240797,10.046212306628512,-0.052748329408914864,0.08598389065389647,0.0345412967378645,1
18.0,1,0.0027739315186428703,-0.09699064225914594,9.653391121605662,-0.06088801231735189,0.04855860975103299,0.0004113379215618919,1
18.1,1,-0.06554720183410623,-0.10762024147092045,9.488066959037095,-0.011184912801927849,-0.03553797723303805,0.06170660132878132,1
18.2,1,0.02722818510806905,0.5542091112750868,9.599408158156017,0.04003442252786929,-0.017627196373643083,0.055620777308433345,1
18.3,1,-0.060635485393384585,0.009427689147126725,9.682260578978884,-0.03340453718918213,-0.14539908691400558,0.09724221002628185,1
18.4,1,0.022391800296058056,0.07952722236133063,9.761809977552895,0.01648528284505518,-0.003925036705206686,-0.005314762594192064,1
18.5,1,-0.2345855525748972,0.06629795304119691,9.896364240770644,-0.030555331257272913,0.033617718952240014,0.0045581657994720765,1
18.6,1,0.14878887929252274,-0.23961856085919983,9.706289228910988,-0.03088089421639656,-0.007550087502712336,0.06328779455992563,1
18.7,1,-14.965136930304551,-0.13708265283655383,9.829236837947887,-0.01793087659434282,0.012667393901324157,-0.004652329683599617,1
18.8,1,0.2848890754460827,0.2031592795305803,9.835454975362337,-0.027242665346783098,0.12052593315673593,-0.015544446918143055,0
18.9,1,14.947435770156535,-0.20048766144820554,10.102378476039801,0.0035486465760126438,0.07829460357090723,0.10701443444908337,0
19.0,1,-0.007256475442618482,0.2357307438268059,9.885525898495814,-0.00013069167795829966,0.09514834158599876,-0.05000456671175351,0
19.1,1,-0.21590259079705257,0.0733459710542994,9.698052659743084,0.0977505729512511,0.016753630257015206,-0.017982386740999275,0
19.2,1,0.10804266487571729,0.10608355814820376,9.950398906405518,-0.003412274195605792,-0.011109416365894048,-0.0014222762036966386,0
19.3,1,-0.29040929290069717,-0.0855285312275289,9.57744663396529,0.007433720702715323,-0.030313574601089313,0.07606171404736208,0
19.4,1,-0.11901778864285338,0.1637128644583733,9.734868716499143,-0.03565413330044681,0.013995266061713682,-0.0035954040358987527,0
19.5,1,0.2666448873816924,-0.08310091214202663,9.72282067424073,-0.1275145768685344,0.06373459097933791,-0.0928585654594946,0
19.6,1,0.12658260026412937,0.09738421342702189,9.357563015447907,-0.10136087343880135,-0.005620270327854893,-0.01745263981213011,0
19.7,1,0.035854070779769036,-0.18798696936364456,9.497550035335514,-0.12581205026041944,-0.032750575100169904,0.06248972429753657,0
19.8,1,-0.23512892508625455,-0.199703404684181,9.729477746400148,-0.021681443837638707,-0.0016202275127577379,0.019919432594423313,0
19.9,1,-0.1358289089131501,-0.13093991023806714,9.98490629867051,0.032325644339658614,-0.13147340049523434,-0.02422617286403342,0
20.0,1,-0.16790268907357497,0.0007079487368202182,10.155095199302215,0.05089488624725447,0.07913605554627277,0.043146661487751495,0
